t_sec,coins_per_sec,total_earned,total_gems_earned,total_rubies_earned,events
38720,173999167.28,25347983575.48,17051,633,
38730,173999167.28,27087975248.23,17051,633,upgrade:value->51
38740,177069740.82,28843319788.68,17051,633,
38750,177069740.82,30614017196.84,17051,633,upgrade:growth->47|garden:flower->61
38760,180012858.00,32405175848.72,17051,633,
38770,180012858.00,34205304428.73,17051,633,
38780,180012858.00,36005433008.73,17051,633,upgrade:value->52
38790,183134468.25,37830534470.77,17051,633,
38800,183134468.25,39661879153.32,17051,633,upgrade:growth->48
38810,186080950.72,41502063283.26,17051,633,garden:flower->62
38820,186128622.15,43363349504.80,17051,633,
38830,186128622.15,45224635726.34,17051,633,
38840,186128622.15,47085921947.88,17051,633,upgrade:value->53|garden:flower->63
38850,189349753.14,48963119888.28,17051,633,
38860,189349753.14,50856617419.68,17051,633,
38870,189349753.14,52750114951.09,17051,633,
38880,189349753.14,54643612482.49,17051,633,upgrade:growth->49|garden:flower->64
38890,192394943.75,56555187221.50,17051,633,prestige-114|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:robots->8|upgrade:value->4|upgrade:rate->3|upgrade:robots->9|upgrade:value->5|upgrade:rate->4|upgrade:value->6|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|upgrade:value->11|garden:rock->1|garden:flower->1|garden:rock->2|upgrade:value->12|garden:flower->2|garden:rock->3|upgrade:value->13|garden:flower->3|garden:rock->4|garden:fountain->1|garden:flower->4|upgrade:value->14|garden:rock->5|garden:flower->5|garden:rock->6|garden:flower->6|upgrade:value->15|garden:fountain->2|garden:rock->7|garden:flower->7|upgrade:value->16|upgrade:robots->10|upgrade:growth->1|upgrade:rate->5|upgrade:growth->2|upgrade:robots->11|upgrade:growth->3|upgrade:rate->6|upgrade:growth->4|upgrade:robots->12|upgrade:growth->5|upgrade:rate->7|upgrade:growth->6|upgrade:robots->13|upgrade:growth->7|garden:tree->1
38900,28148882.24,57758320578.08,58663,633,garden:rock->8|garden:fountain->3|garden:rock->9|upgrade:value->17|garden:rock->10|grass:thick|garden:flower->8|upgrade:value->18|garden:fountain->4|garden:rock->11|garden:flower->9|upgrade:value->19|garden:rock->12|garden:flower->10|grass:crystal|garden:rock->13|garden:fountain->5|upgrade:rate->8|upgrade:growth->8|garden:tree->2|garden:tree->3|tool:Push Mower|upgrade:growth->9|upgrade:growth->10|upgrade:growth->11|upgrade:growth->12|upgrade:growth->13|garden:pond->1|upgrade:growth->14|garden:tree->4|garden:pond->2|upgrade:growth->15|garden:tree->5|garden:pond->3|upgrade:growth->16|garden:tree->6|garden:tree->7|upgrade:growth->17|garden:pond->4|upgrade:value->20|garden:tree->8|upgrade:growth->18|garden:rock->14|garden:pond->5|upgrade:value->21|garden:tree->9|garden:rock->15|upgrade:growth->19|garden:fountain->6|garden:flower->11|garden:rock->16|upgrade:value->22|garden:tree->10|garden:pond->6|garden:flower->12|garden:rock->17|garden:flower->13|upgrade:value->23|garden:tree->11|garden:fountain->7|garden:rock->18|garden:flower->14|upgrade:value->24|garden:rock->19|grass:golden|garden:flower->15|garden:fountain->8|garden:rock->20|upgrade:value->25|garden:flower->16|garden:rock->21|garden:flower->17|upgrade:value->26|garden:fountain->9|garden:flower->18|garden:rock->22|garden:flower->19|upgrade:value->27|garden:rock->23|garden:flower->20|garden:rock->24|garden:fountain->10|upgrade:value->28|garden:flower->21|garden:rock->25|garden:flower->22|upgrade:value->29|garden:rock->26|garden:flower->23|upgrade:value->30|garden:rock->27|garden:flower->24|garden:rock->28|garden:flower->25|upgrade:value->31|garden:flower->26|garden:rock->29|upgrade:value->32|garden:flower->27|garden:rock->30|garden:flower->28|upgrade:value->33|garden:rock->31|garden:flower->29|garden:rock->32|upgrade:value->34|garden:flower->30|upgrade:robots->14|upgrade:growth->20|garden:pond->7|upgrade:growth->21|garden:tree->12|upgrade:rate->9|upgrade:growth->22|garden:pond->8|garden:tree->13|garden:tree->14|garden:pond->9|garden:tree->15|garden:pond->10|garden:tree->16|garden:tree->17|upgrade:rate->10|upgrade:growth->23|upgrade:growth->24|garden:tree->18|garden:tree->19|upgrade:robots->15|upgrade:growth->25|upgrade:growth->26|upgrade:growth->27|upgrade:rate->11|upgrade:growth->28|garden:tree->20|upgrade:growth->29|upgrade:robots->16|garden:tree->21|upgrade:growth->30|garden:tree->22|upgrade:growth->31|garden:rock->33|garden:tree->23|upgrade:value->35|garden:rock->34|garden:tree->24|garden:flower->31|upgrade:value->36|garden:rock->35|garden:tree->25|garden:flower->32|garden:rock->36|upgrade:value->37|garden:flower->33|garden:tree->26|garden:rock->37|garden:flower->34|upgrade:value->38|garden:tree->27|garden:rock->38|garden:flower->35|upgrade:value->39|garden:rock->39|garden:flower->36|garden:flower->37|garden:rock->40|upgrade:value->40|garden:flower->38|upgrade:value->41|garden:flower->39|garden:flower->40|upgrade:value->42|garden:flower->41|garden:tree->28|upgrade:rate->12|upgrade:growth->32|upgrade:growth->33|upgrade:growth->34|upgrade:robots->17|upgrade:growth->35|upgrade:growth->36|garden:tree->29|garden:tree->30|garden:tree->31|upgrade:value->43|garden:tree->32|garden:flower->42|upgrade:value->44|garden:flower->43|garden:flower->44|upgrade:value->45|garden:flower->45|garden:flower->46|garden:flower->47|garden:flower->48|garden:flower->49|garden:flower->50|garden:tree->33|upgrade:rate->13|upgrade:growth->37
38910,458621762.17,60098668843.46,58663,633,upgrade:growth->38|upgrade:growth->39|tool:Electric Trimmer|upgrade:growth->40|upgrade:growth->41|garden:tree->34|garden:tree->35|garden:flower->51|upgrade:growth->42|garden:flower->52|garden:flower->53|upgrade:value->46|garden:tree->36|upgrade:growth->43|garden:flower->54|upgrade:value->47|garden:tree->37|garden:flower->55|upgrade:growth->44
38920,545100197.81,65272388229.96,58663,633,upgrade:value->48|garden:tree->38|garden:flower->56|upgrade:growth->45|garden:flower->57|upgrade:value->49|garden:tree->39|garden:flower->58
38930,577098466.86,70892909024.53,58663,633,upgrade:value->50|upgrade:growth->46|garden:tree->40|garden:flower->59|garden:flower->60
38940,598385390.16,76789377203.14,58663,633,upgrade:value->51|upgrade:growth->47|garden:flower->61
38950,619066550.46,82867230988.05,58663,633,upgrade:value->52
38960,629801808.56,89100837525.09,58663,633,upgrade:growth->48|garden:flower->62
38970,640098742.61,95460473272.31,58663,633,upgrade:value->53|garden:flower->63
38980,651176253.80,101916681517.16,58663,633,upgrade:growth->49|garden:flower->64
38990,661648703.76,108470000380.65,58663,633,
39000,661648703.76,115086487418.26,58663,633,upgrade:value->54
39010,672737788.18,121791687131.23,58663,633,upgrade:growth->50|garden:flower->65
39020,683385754.07,128561317813.31,58663,633,
39030,683385754.07,135395175353.98,58663,633,upgrade:value->55|garden:flower->66
39040,694822680.53,142262999021.81,58663,633,
39050,694822680.53,149211225827.12,58663,633,
39060,694822680.53,156159452632.43,58663,633,upgrade:growth->51|garden:flower->67
39070,705646162.34,163215569603.57,58663,633,
39080,705646162.34,170272031226.95,58663,633,upgrade:value->56
39090,717089073.08,177339935761.07,58663,633,
39100,717089073.08,184510826491.86,58663,633,
39110,717089073.08,191681717222.65,58663,633,upgrade:growth->52
39120,727912950.21,198874255707.70,58663,633,garden:flower->68
39130,728088070.81,206154961295.17,58663,633,
39140,728088070.81,213435842003.25,58663,633,
39150,728088070.81,220716722711.32,58663,633,upgrade:value->57
39160,739706497.47,228020840272.72,58663,633,garden:flower->69
39170,739884412.55,235419328568.03,58663,633,
39180,739884412.55,242818172693.49,58663,633,
39190,739884412.55,250217016818.95,58663,633,prestige-115|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:robots->8|upgrade:value->4|upgrade:rate->3|upgrade:robots->9|upgrade:value->5|upgrade:rate->4|upgrade:value->6|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|upgrade:value->11|garden:rock->1|garden:flower->1|garden:rock->2|upgrade:value->12|garden:flower->2|garden:rock->3|upgrade:value->13|garden:flower->3|garden:rock->4|garden:fountain->1|garden:flower->4|upgrade:value->14|garden:rock->5|garden:flower->5|garden:rock->6|garden:flower->6|upgrade:value->15|garden:fountain->2|garden:rock->7|garden:flower->7|upgrade:value->16|upgrade:robots->10|upgrade:growth->1|upgrade:rate->5|upgrade:growth->2|upgrade:robots->11|upgrade:growth->3|upgrade:rate->6|upgrade:growth->4|upgrade:robots->12|upgrade:growth->5|upgrade:rate->7|upgrade:growth->6|upgrade:robots->13|upgrade:growth->7|garden:tree->1
39200,70425218.94,254778324366.97,146783,633,garden:rock->8|garden:fountain->3|garden:rock->9|upgrade:value->17|garden:rock->10|grass:thick|garden:flower->8|upgrade:value->18|garden:fountain->4|garden:rock->11|garden:flower->9|upgrade:value->19|garden:rock->12|garden:flower->10|grass:crystal|garden:rock->13|garden:fountain->5|upgrade:rate->8|upgrade:growth->8|garden:tree->2|garden:tree->3|tool:Push Mower|upgrade:growth->9|upgrade:growth->10|upgrade:growth->11|upgrade:growth->12|upgrade:growth->13|garden:pond->1|upgrade:growth->14|garden:tree->4|garden:pond->2|upgrade:growth->15|garden:tree->5|garden:pond->3|upgrade:growth->16|garden:tree->6|garden:tree->7|upgrade:growth->17|garden:pond->4|upgrade:value->20|garden:tree->8|upgrade:growth->18|garden:rock->14|garden:pond->5|upgrade:value->21|garden:tree->9|garden:rock->15|upgrade:growth->19|garden:fountain->6|garden:flower->11|garden:rock->16|upgrade:value->22|garden:tree->10|garden:pond->6|garden:flower->12|garden:rock->17|garden:flower->13|upgrade:value->23|garden:tree->11|garden:fountain->7|garden:rock->18|garden:flower->14|upgrade:value->24|garden:rock->19|grass:golden|garden:flower->15|garden:fountain->8|garden:rock->20|upgrade:value->25|garden:flower->16|garden:rock->21|garden:flower->17|upgrade:value->26|garden:fountain->9|garden:flower->18|garden:rock->22|garden:flower->19|upgrade:value->27|garden:rock->23|garden:flower->20|garden:rock->24|garden:fountain->10|upgrade:value->28|garden:flower->21|garden:rock->25|garden:flower->22|upgrade:value->29|garden:rock->26|garden:flower->23|upgrade:value->30|garden:rock->27|garden:flower->24|garden:rock->28|garden:flower->25|upgrade:value->31|garden:flower->26|garden:rock->29|upgrade:value->32|garden:flower->27|garden:rock->30|garden:flower->28|upgrade:value->33|garden:rock->31|garden:flower->29|garden:rock->32|upgrade:value->34|garden:flower->30|upgrade:robots->14|upgrade:growth->20|garden:pond->7|upgrade:growth->21|garden:tree->12|upgrade:rate->9|upgrade:growth->22|garden:pond->8|garden:tree->13|garden:tree->14|garden:pond->9|garden:tree->15|garden:pond->10|garden:tree->16|garden:tree->17|upgrade:rate->10|upgrade:growth->23|upgrade:growth->24|garden:tree->18|garden:tree->19|upgrade:robots->15|upgrade:growth->25|upgrade:growth->26|upgrade:growth->27|upgrade:rate->11|upgrade:growth->28|garden:tree->20|upgrade:growth->29|upgrade:robots->16|garden:tree->21|upgrade:growth->30|garden:tree->22|upgrade:growth->31|garden:rock->33|garden:tree->23|upgrade:value->35|garden:rock->34|garden:tree->24|garden:flower->31|upgrade:value->36|garden:rock->35|garden:tree->25|garden:flower->32|garden:rock->36|upgrade:value->37|garden:flower->33|garden:tree->26|garden:rock->37|garden:flower->34|upgrade:value->38|garden:tree->27|garden:rock->38|garden:flower->35|upgrade:value->39|garden:rock->39|garden:flower->36|garden:flower->37|garden:rock->40|upgrade:value->40|garden:flower->38|upgrade:value->41|garden:flower->39|garden:flower->40|upgrade:value->42|garden:flower->41|garden:tree->28|upgrade:rate->12|upgrade:growth->32|upgrade:growth->33|upgrade:growth->34|upgrade:robots->17|upgrade:growth->35|upgrade:growth->36|garden:tree->29|garden:tree->30|garden:tree->31|upgrade:value->43|garden:tree->32|garden:flower->42|upgrade:value->44|garden:flower->43|garden:flower->44|upgrade:value->45|garden:flower->45|upgrade:value->46|garden:flower->46|garden:flower->47|upgrade:value->47|garden:flower->48|upgrade:value->48|garden:flower->49|garden:flower->50|garden:tree->33
39210,1188774528.37,260674959045.42,146783,633,upgrade:rate->13|upgrade:growth->37|upgrade:growth->38|upgrade:growth->39|tool:Electric Trimmer|upgrade:growth->40|upgrade:growth->41|garden:tree->34|upgrade:growth->42|garden:tree->35|garden:tree->36|garden:flower->51|garden:flower->52|upgrade:growth->43|garden:tree->37|garden:flower->53|garden:flower->54|garden:flower->55|upgrade:growth->44|garden:tree->38|garden:flower->56|upgrade:growth->45|garden:flower->57|upgrade:value->49|garden:tree->39|garden:flower->58|upgrade:value->50|upgrade:growth->46|garden:tree->40|garden:flower->59|garden:flower->60
39220,1497090426.23,274979537188.49,146783,633,upgrade:value->51|upgrade:growth->47|garden:flower->61|upgrade:value->52|upgrade:growth->48|garden:flower->62
39230,1601452366.91,290498668066.50,146783,633,upgrade:value->53|garden:flower->63|upgrade:growth->49|garden:flower->64
39240,1655367855.25,306758761600.72,146783,633,upgrade:value->54
39250,1683111450.59,323478901725.27,146783,633,upgrade:growth->50|garden:flower->65|upgrade:value->55|garden:flower->66
39260,1738365274.37,340632788336.39,146783,633,upgrade:growth->51|garden:flower->67
39270,1765444362.96,358097247206.03,146783,633,upgrade:value->56
39280,1794073190.47,375780319663.17,146783,633,
39290,1794073190.47,393721051567.87,146783,633,upgrade:growth->52|garden:flower->68
39300,1821591399.42,411936089299.44,146783,633,upgrade:value->57|garden:flower->69
39310,1851104470.04,430240097382.73,146783,633,
39320,1851104470.04,448751142083.17,146783,633,upgrade:growth->53|garden:flower->70
39330,1879061799.35,467429040513.89,146783,633,
39340,1879061799.35,486219658507.36,146783,633,upgrade:value->58
39350,1908575859.02,505128332739.53,146783,633,
39360,1908575859.02,524214091329.75,146783,633,upgrade:growth->54
39370,1936520194.46,543327794255.41,146783,633,garden:flower->71
39380,1936972308.68,562697065228.00,146783,633,
39390,1936972308.68,582066788314.80,146783,633,
39400,1936972308.68,601436511401.61,146783,633,upgrade:value->59|garden:flower->72
39410,1967384594.39,621108980028.47,146783,633,
39420,1967384594.39,640782825972.35,146783,633,
39430,1967384594.39,660456671916.23,146783,633,upgrade:growth->55
39440,1995761058.73,680300776646.14,146783,633,
39450,1995761058.73,700258387233.40,146783,633,
39460,1995761058.73,720215997820.66,146783,633,
39470,1995761058.73,740173608407.92,146783,633,upgrade:value->60|garden:flower->73
39480,2026619456.25,760345363389.29,146783,633,
39490,2026619456.25,780611557951.75,146783,633,
39500,2026619456.25,800877752514.21,146783,633,
39510,2026619456.25,821143947076.68,146783,633,
39520,2026619456.25,841410141639.14,146783,633,upgrade:growth->56|garden:flower->74
39530,2055894146.62,861937477929.26,146783,633,
39540,2055894146.62,882496419395.42,146783,633,
39550,2055894146.62,903055360861.58,146783,633,
39560,2055894146.62,923614302327.73,146783,633,
39570,2055894146.62,944173243793.89,146783,633,prestige-116|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:robots->8|upgrade:value->4|upgrade:rate->3|upgrade:robots->9|upgrade:value->5|upgrade:rate->4|upgrade:value->6|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|upgrade:value->11|garden:rock->1|garden:flower->1|garden:rock->2|upgrade:value->12|garden:flower->2|garden:rock->3|upgrade:value->13|garden:flower->3|garden:rock->4|garden:fountain->1|garden:flower->4|upgrade:value->14|garden:rock->5|garden:flower->5|garden:rock->6|garden:flower->6|upgrade:value->15|garden:fountain->2|garden:rock->7|garden:flower->7|upgrade:value->16|upgrade:robots->10|upgrade:growth->1|upgrade:rate->5|upgrade:growth->2|upgrade:robots->11|upgrade:growth->3|upgrade:rate->6|upgrade:growth->4|upgrade:robots->12|upgrade:growth->5|upgrade:rate->7|upgrade:growth->6|upgrade:robots->13|upgrade:growth->7|garden:tree->1|garden:rock->8|garden:fountain->3|garden:rock->9|upgrade:value->17|garden:rock->10|grass:thick|garden:flower->8|upgrade:value->18|garden:fountain->4|garden:rock->11|garden:flower->9|upgrade:value->19|garden:rock->12|garden:flower->10|grass:crystal|garden:rock->13|garden:fountain->5|upgrade:rate->8|upgrade:growth->8|garden:tree->2|garden:tree->3|tool:Push Mower|upgrade:growth->9|upgrade:growth->10|upgrade:growth->11|upgrade:growth->12|upgrade:growth->13|garden:pond->1|upgrade:growth->14|garden:tree->4|garden:pond->2|upgrade:growth->15|garden:tree->5|garden:pond->3|upgrade:growth->16|garden:tree->6|garden:tree->7|upgrade:growth->17|garden:pond->4|upgrade:value->20|garden:tree->8|upgrade:growth->18|garden:rock->14|garden:pond->5|upgrade:value->21|garden:tree->9|garden:rock->15|upgrade:growth->19|garden:fountain->6|garden:flower->11|garden:rock->16|upgrade:value->22|garden:tree->10|garden:pond->6|garden:flower->12|garden:rock->17|garden:flower->13|upgrade:value->23|garden:tree->11|garden:fountain->7
39580,613527862.77,951922200051.14,323191,633,garden:rock->18|garden:flower->14|upgrade:value->24|garden:rock->19|grass:golden|garden:flower->15|garden:fountain->8|garden:rock->20|upgrade:value->25|garden:flower->16|garden:rock->21|garden:flower->17|upgrade:value->26|garden:fountain->9|garden:flower->18|garden:rock->22|garden:flower->19|upgrade:value->27|garden:rock->23|garden:flower->20|garden:rock->24|garden:fountain->10|upgrade:value->28|garden:flower->21|garden:rock->25|garden:flower->22|upgrade:value->29|garden:rock->26|garden:flower->23|upgrade:value->30|garden:rock->27|garden:flower->24|garden:rock->28|garden:flower->25|upgrade:value->31|garden:flower->26|garden:rock->29|upgrade:value->32|garden:flower->27|garden:rock->30|garden:flower->28|upgrade:value->33|garden:rock->31|garden:flower->29|garden:rock->32|upgrade:value->34|garden:flower->30|upgrade:robots->14|upgrade:growth->20|garden:pond->7|upgrade:growth->21|garden:tree->12|upgrade:rate->9|upgrade:growth->22|garden:pond->8|garden:tree->13|garden:tree->14|garden:pond->9|garden:tree->15|garden:pond->10|garden:tree->16|garden:tree->17|upgrade:rate->10|upgrade:growth->23|upgrade:growth->24|garden:tree->18|garden:tree->19|upgrade:robots->15|upgrade:growth->25|upgrade:growth->26|upgrade:growth->27|upgrade:rate->11|upgrade:growth->28|garden:tree->20|upgrade:growth->29|upgrade:robots->16|garden:tree->21|upgrade:growth->30|garden:tree->22|upgrade:growth->31|garden:rock->33|garden:tree->23|upgrade:value->35|garden:rock->34|garden:tree->24|garden:flower->31|upgrade:value->36|garden:rock->35|garden:tree->25|garden:flower->32|garden:rock->36|upgrade:value->37|garden:flower->33|garden:tree->26|garden:rock->37|garden:flower->34|upgrade:value->38|garden:tree->27|garden:rock->38|garden:flower->35|upgrade:value->39|garden:rock->39|garden:flower->36|garden:flower->37|garden:rock->40|upgrade:value->40|garden:flower->38|upgrade:value->41|garden:flower->39|garden:flower->40|upgrade:value->42|garden:flower->41|garden:tree->28|upgrade:rate->12|upgrade:growth->32|upgrade:growth->33|upgrade:growth->34|upgrade:robots->17|upgrade:growth->35|upgrade:growth->36|garden:tree->29|garden:tree->30|garden:tree->31|upgrade:value->43|garden:tree->32|garden:flower->42|upgrade:value->44|garden:flower->43|garden:flower->44|upgrade:value->45|garden:flower->45|upgrade:value->46|garden:flower->46|garden:flower->47|upgrade:value->47|garden:flower->48|upgrade:value->48|garden:flower->49|garden:flower->50|garden:tree->33|upgrade:rate->13|upgrade:growth->37|upgrade:growth->38|upgrade:growth->39|tool:Electric Trimmer|upgrade:growth->40|upgrade:growth->41|garden:tree->34|upgrade:growth->42|garden:tree->35|upgrade:growth->43|garden:tree->36|upgrade:growth->44|garden:tree->37|upgrade:growth->45|upgrade:value->49|garden:tree->38|garden:flower->51|garden:tree->39|garden:flower->52|upgrade:value->50|upgrade:growth->46|garden:tree->40|garden:flower->53|garden:flower->54|garden:flower->55|garden:flower->56|upgrade:value->51
39590,3350831603.40,973409806971.55,323191,633,upgrade:growth->47|garden:flower->57|garden:flower->58|garden:flower->59|garden:flower->60|garden:flower->61|upgrade:value->52|upgrade:growth->48|garden:flower->62|upgrade:value->53|garden:flower->63|upgrade:growth->49|garden:flower->64
39600,3644700675.00,1008680484414.24,323191,633,upgrade:value->54|upgrade:growth->50|garden:flower->65|upgrade:value->55|garden:flower->66
39610,3827439966.77,1046337917467.72,323191,633,upgrade:growth->51|garden:flower->67|upgrade:value->56
39620,3950094685.94,1085401042478.75,323191,633,upgrade:growth->52|garden:flower->68|upgrade:value->57
39630,4074683068.68,1125510318067.67,323191,633,garden:flower->69|upgrade:growth->53|garden:flower->70
39640,4137218073.14,1166450634053.22,323191,633,upgrade:value->58
39650,4202200555.97,1208017762233.11,323191,633,upgrade:growth->54|garden:flower->71
39660,4264722344.65,1250226337717.83,323191,633,
39670,4264722344.65,1292873561164.31,323191,633,upgrade:value->59|garden:flower->72
39680,4331682493.65,1336122415117.44,323191,633,upgrade:growth->55
39690,4394160279.72,1379626673412.19,323191,633,
39700,4394160279.72,1423568276209.41,323191,633,upgrade:value->60|garden:flower->73
39710,4462102653.93,1467915480796.24,323191,633,
39720,4462102653.93,1512536507335.54,323191,633,upgrade:growth->56|garden:flower->74
39730,4526558106.18,1557412277000.38,323191,633,
39740,4526558106.18,1602677858062.18,323191,633,
39750,4526558106.18,1647943439123.97,323191,633,upgrade:value->61|garden:flower->75
39760,4595498099.00,1693688475271.85,323191,633,
39770,4595498099.00,1739643456261.89,323191,633,
39780,4595498099.00,1785598437251.94,323191,633,upgrade:growth->57
39790,4659878761.81,1831939702218.79,323191,633,
39800,4659878761.81,1878538489836.86,323191,633,
39810,4659878761.81,1925137277454.92,323191,633,upgrade:value->62
39820,4728743965.18,1971942660683.11,323191,633,garden:flower->76
39830,4729800979.83,2019239613466.78,323191,633,
39840,4729800979.83,2066537623265.10,323191,633,
39850,4729800979.83,2113835633063.43,323191,633,
39860,4729800979.83,2161133642861.75,323191,633,upgrade:growth->58|garden:flower->77
39870,4796190095.65,2209024926643.83,323191,633,
39880,4796190095.65,2256986827600.33,323191,633,
39890,4796190095.65,2304948728556.83,323191,633,
39900,4796190095.65,2352910629513.33,323191,633,
39910,4796190095.65,2400872530469.83,323191,633,upgrade:value->63|garden:flower->78
39920,4867109932.29,2449396428079.15,323191,633,
39930,4867109932.29,2498067527402.09,323191,633,
39940,4867109932.29,2546738626725.04,323191,633,
39950,4867109932.29,2595409726047.98,323191,633,
39960,4867109932.29,2644080825370.93,323191,633,
39970,4867109932.29,2692751924693.87,323191,633,upgrade:growth->59
39980,4933393471.83,2741887008793.55,323191,633,
39990,4933393471.83,2791220943511.84,323191,633,
40000,4933393471.83,2840554878230.13,323191,633,
40010,4933393471.83,2889888812948.41,323191,633,
40020,4933393471.83,2939222747666.70,323191,633,
40030,4933393471.83,2988556682384.98,323191,633,upgrade:value->64
40040,5004207732.19,3038103059884.35,323191,633,garden:flower->79
40050,5005295533.67,3088151664015.16,323191,633,
40060,5005295533.67,3138204619351.90,323191,633,
40070,5005295533.67,3188257574688.63,323191,633,
40080,5005295533.67,3238310530025.37,323191,633,
40090,5005295533.67,3288363485362.11,323191,633,
40100,5005295533.67,3338416440698.85,323191,633,
40110,5005295533.67,3388469396035.59,323191,633,prestige-117|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:robots->8|upgrade:value->4|upgrade:rate->3|upgrade:robots->9|upgrade:value->5|upgrade:rate->4|upgrade:value->6|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|upgrade:value->11|garden:rock->1|garden:flower->1|garden:rock->2|upgrade:value->12|garden:flower->2|garden:rock->3|upgrade:value->13|garden:flower->3|garden:rock->4|garden:fountain->1|garden:flower->4|upgrade:value->14|garden:rock->5|garden:flower->5|garden:rock->6|garden:flower->6|upgrade:value->15|garden:fountain->2|garden:rock->7|garden:flower->7|upgrade:value->16|upgrade:robots->10|upgrade:growth->1|upgrade:rate->5|upgrade:growth->2|upgrade:robots->11|upgrade:growth->3|upgrade:rate->6|upgrade:growth->4|upgrade:robots->12|upgrade:growth->5|upgrade:rate->7|upgrade:growth->6|upgrade:robots->13|upgrade:growth->7|garden:tree->1|garden:rock->8|garden:fountain->3|garden:rock->9|upgrade:value->17|garden:rock->10|grass:thick|garden:flower->8|upgrade:value->18|garden:fountain->4|garden:rock->11|garden:flower->9|upgrade:value->19|garden:rock->12|garden:flower->10|grass:crystal|garden:rock->13|garden:fountain->5|upgrade:rate->8|upgrade:growth->8|garden:tree->2|garden:tree->3|tool:Push Mower|upgrade:growth->9|upgrade:growth->10|upgrade:growth->11|upgrade:growth->12|upgrade:growth->13|garden:pond->1|upgrade:growth->14|garden:tree->4|garden:pond->2|upgrade:growth->15|garden:tree->5|garden:pond->3|upgrade:growth->16|garden:tree->6|garden:tree->7|upgrade:growth->17|garden:pond->4|upgrade:value->20
